fraction_%,accuracy,error_rate,rel_err_reduction
20,0.8785526315789474,0.12144736842105264,0.0
40,0.8902631578947369,0.10973684210526313,9.642470205850511
60,0.8976315789473684,0.10236842105263155,15.709642470205875
80,0.9013157894736842,0.09868421052631582,18.74322860238351
