fraction_%,accuracy,error_rate,rel_err_reduction
20,0.7270840113645359,0.27291598863546407,0.0
40,0.7289663725843764,0.27103362741562365,0.6897218551584043
60,0.7302242120910922,0.26977578790890777,1.150610758371759
80,0.7297140394240327,0.2702859605759673,0.963676797627894
