fraction_%,accuracy,error_rate,rel_err_reduction
20,0.8957894736842106,0.10421052631578942,0.0
40,0.9060526315789473,0.09394736842105267,9.848484848484768
60,0.9063157894736842,0.09368421052631581,10.101010101010031
80,0.9186842105263158,0.08131578947368423,21.969696969696912
