fraction_%,accuracy,error_rate,rel_err_reduction
20,0.7223263055123097,0.2776736944876903,0.0
40,0.72767413427624,0.27232586572376005,1.925940004434712
60,0.7292133942000686,0.2707866057999314,2.480281288605899
80,0.7320720197728932,0.26792798022710684,3.5097722449237994
