fraction_%,accuracy,error_rate,rel_err_reduction
20,0.6456447739926643,0.3543552260073357,0.0
40,0.6460933583133229,0.35390664168667707,0.1265917045200722
60,0.6458382809545171,0.3541617190454829,0.054608186263583894
80,0.6460229921453765,0.3539770078546235,0.10673418224242241
