fraction_%,accuracy,error_rate,rel_err_reduction
20,0.8663,0.13370000000000004,0.0
40,0.8777,0.12229999999999996,8.526551982049419
60,0.8803,0.11970000000000003,10.47120418848168
80,0.8836,0.11639999999999995,12.939416604338136
