fraction_%,accuracy,error_rate,rel_err_reduction
20,0.8792105263157894,0.12078947368421056,0.0
40,0.8925,0.10750000000000004,11.002178649237463
60,0.8980263157894737,0.10197368421052633,15.577342047930296
80,0.9030263157894737,0.09697368421052632,19.716775599128557
