fraction_%,accuracy,error_rate,rel_err_reduction
20,0.6746052631578947,0.3253947368421053,0.0
40,0.6814473684210526,0.3185526315789474,2.1027092600080803
60,0.709078947368421,0.29092105263157897,10.594419733117672
80,0.7194736842105263,0.28052631578947373,13.788920339668412
