fraction_%,accuracy,error_rate,rel_err_reduction
20,0.826,0.17400000000000004,0.0
40,0.8406,0.1594,8.39080459770118
60,0.8548,0.1452,16.551724137931057
80,0.8625,0.13749999999999996,20.97701149425292
